Serving RSRP_All Logs,Serving RSRQ_All Logs,Serving RSSI_All Logs,Serving PCC SINR_All Logs,Serving DL EARFCN_All Logs,PCC PHY Throughput DL_All Logs,PDCP Throughput DL_All Logs
-91.06,-8.78,-68.23,11.68,1876,8014.19,7432.31
-87.55,-8.77,-64.64,15.15,1876,11033.4,12460.38
-83.05,-8.47,-60.36,18.12,1876,12638.23,14017.12
-84.78,-8.43,-62,16.68,1876,17347.69,12510.22
-82.11,-8.46,-59.56,16.35,1876,13226.77,12418.82
-85.69,-8.51,-62.98,15.23,1876,16111.55,11935.41
-88.64,-8.33,-66.12,12.46,1876,9572.21,6996.63
-89.32,-8.56,-66.63,12.82,1876,9307.17,7834.14
-88.46,-8.42,-65.73,13.25,1876,8787.91,9246.94
-92.29,-8.59,-69.52,10.57,1876,9649.42,5954.7
-93.18,-8.94,-70.19,9.11,1876,7197.99,6102.21
-91.34,-8.48,-68.66,10.58,1876,7154.72,6521.09
-92.09,-7.94,-69.87,10.61,1876,6924.56,5833.46
-93.08,-8.72,-70.32,8.23,1876,7550.78,5569.67
-96.39,-9.45,-72.85,5.28,1876,5473.62,3219.87
-96.55,-8.62,-73.67,5.35,1876,3737.65,3065.12
-95.85,-8.54,-73.06,5.95,1876,4375.66,4038.86
-96.67,-8.71,-73.63,4.08,1876,4200.7,3168.42
-91.32,-8.62,-68.68,8.61,1876,4223.55,4400.87
-94.57,-8.9,-71.61,6.58,1876,6179.9,5002.5
-93.51,-8.35,-71.07,8.78,1876,5711.71,5458.88
-93.33,-8.57,-70.64,9.46,1876,6735.38,6595.51
-96.78,-9.03,-73.67,6.52,1876,6660.24,4786.11
-96.38,-8.27,-74.05,6.16,1876,5382.21,4312.34
-93.57,-8.65,-70.83,9.21,1876,5041.37,5540.95
-93.03,-8.88,-70.05,8.74,1876,6814.5,4479.32
-93.73,-8.58,-71.11,7.74,1876,6015.99,4180.64
-91.31,-9.24,-68.04,8.91,1876,5166.08,4475.81
-92.57,-9.06,-69.42,9.11,1876,7277.83,5556.74
-92.33,-9.03,-69.15,8.08,1876,6248.12,3178.6
-90.3,-8.43,-67.77,9.82,1876,5683.57,5374.28
-85.6,-8.08,-63.06,14.75,1876,7232.88,8160.97
-85.47,-8.63,-62.72,13.06,1876,10214.64,8658.14
-85.68,-8.3,-63.16,14.29,1876,9338.3,8155.68
-86.43,-8.4,-63.8,14.2,1876,9517.62,8295.38
-89.71,-8.34,-67.12,12.02,1876,10470.26,8270.37
-94.37,-8.52,-71.61,8.31,1876,7494.29,4956.56
-93.23,-9.28,-69.82,9.46,1876,7113.17,6606.02
-89.62,-8.79,-66.58,13.12,1876,6064.86,7634.86
-85.71,-8.67,-62.94,17.71,1876,12592.85,13030.21
-86.6,-8.39,-64.21,16.72,1876,13853,11286.79
-87.75,-8.19,-65.23,15.42,1876,13055.34,10861.64
-89.56,-8.88,-66.58,14.28,1876,12171,10595.53
-91.42,-8.58,-68.78,12.77,1876,12069.12,9767.99
-94.03,-9.09,-70.88,10.42,1876,10049.28,7559.83
-93.05,-8.73,-70.26,10.96,1876,8379.43,6527.11
-85.99,-8.27,-63.5,17.9,1876,7691.9,9105.48
-84.2,-8.29,-61.77,19.19,1876,12716.23,11143.52
-85.89,-8.33,-63.42,16.5,1876,14660.31,11849.11
-90.92,-8.62,-68.16,10.81,1876,10863.64,6686.67
-92.81,-8.24,-70.08,9.52,1876,7282.75,5648.43
-90.63,-8.77,-67.74,10.55,1876,6080.61,5429.14
-86.58,-8.45,-63.74,13.42,1876,7890.89,8772.97
-90.3,-8.81,-67.22,11.38,1876,10694.57,7137.77
-89.71,-8.74,-66.92,12.28,1876,7962.15,8150.4
-85.64,-8.55,-62.91,15.03,1876,10440.34,7364.58
-90.42,-8.4,-67.69,11.47,1876,7303.67,6453.31
-84.97,-8.48,-62.43,15.69,1876,8904.56,10130.94
-89.49,-8.69,-66.48,12.74,1876,11149.78,7927.28
-89.88,-8.58,-66.98,13.7,1876,8262.98,7552.24
-89.74,-8.54,-66.96,14.56,1876,10554.89,10831.84
-95.58,-8.94,-72.36,8.86,1876,8574.08,5348.24
-98.94,-9.47,-75.33,6.25,1876,5819.58,4138.69
-100.36,-10.31,-75.98,4.65,1876,4489.52,3408.42
-101.5,-9.92,-77.46,4.1,1876,3942.26,3205.89
-100.57,-9.34,-77.09,4.37,1876,3473,2634.45
-98.73,-9.17,-75.41,5.54,1876,3201.89,3664.74
-99.09,-9.8,-75.23,6.09,1876,4588.53,3956.95
-98,-9.68,-74.2,6.74,1876,4495.19,4215.04
-97.78,-9.62,-74.08,7.39,1876,5043.66,2838.58
-100.62,-10.59,-75.99,4.2,1876,5919.95,3469.4
-106.48,-12.55,-79.68,-1.81,1876,2543.32,1153.78
-108.09,-14.18,-79.86,-3.9,1876,949.92,646.24
-109.6,-15.55,-79.9,-5.8,1876,873.54,400.88
-110.52,-16.06,-79.85,-7.81,1876,663.08,196.21
-112.66,-17.68,-80.31,-7.9,1876,673.18,57.7
-111.17,-17.78,-78.98,-7.96,1876,645.62,11.54
-112.27,-17.56,-79.92,-8.67,1876,663.25,11.84
"	","	","	","	","	",189.09,0
-113.49,-16.35,-82.85,-8.24,1876,191,0.15
-111.63,-14.08,-83.28,-6.03,1876,205.76,0
-110.93,-14.37,-82.25,-5.61,1876,112,0
-110.78,-12.37,-84.16,-5.31,1876,407.33,0
-109.7,-13.35,-82.11,-5.75,1876,205.33,1.75
-111.97,-14.04,-83.91,-6.18,1876,196,1.08
-112.18,-12.95,-85.05,-5.94,1876,161,0
-111.56,-17.06,-80.42,-7.11,1876,558,173.04
-110.36,-19.1,-77.22,-8.58,1876,664.72,454.33
-108.56,-17.07,-77.44,-6.51,1876,695.82,795.94
-105.91,-13.84,-78.06,-2.35,1876,1946.15,1673.19
-106.02,-13.13,-78.8,-2.27,1876,1711.78,1247.55
-106.01,-13.27,-78.42,-2.63,1876,1657.73,1258.89
-107.51,-14.08,-79.35,-3.73,1876,1728.55,1027.01
-107.11,-13.61,-79.31,-3.58,1876,1071.42,496.04
-109.34,-15.03,-80,-6.18,1876,713.73,230.99
-108.47,-15.15,-79.2,-4.88,1876,685.94,357.74
-109.16,-15.94,-78.9,-4.98,1876,852.9,253.86
-110.4,-17.03,-79.25,-5.8,1876,678.62,335.62
-110.18,-17.04,-79.11,-5.82,1876,625.18,253.78
-111.28,-18.14,-79.01,-7.13,1876,614.75,220.51
-109.73,-15.92,-79.74,-5.24,1876,619.28,300.03
-109.71,-14.38,-81.19,-4.65,1876,659.81,392.77
-110.02,-16.78,-79.19,-5.55,1876,855.66,623.11
-108.18,-16.06,-78.08,-3.34,1876,832.91,635.01
-110.26,-16.15,-79.92,-4.97,1876,877.39,336.51
-105.42,-13.29,-78.08,-1.88,1876,870.73,600.88
-109.51,-16.08,-79.29,-6.02,1876,1288.22,461.59
-110.23,-16.28,-79.8,-6.28,1876,624.57,220.17
-108.79,-14.94,-79.76,-5.17,1876,837.48,403.76
-106.8,-13.36,-79.38,-2.8,1876,1027.82,832.51
-108.39,-13.89,-80.38,-4.54,1876,1545.96,403.89
-108.32,-14.83,-79.43,-4.04,1876,1368.77,611.61
-107.63,-15.1,-78.48,-2.36,1876,1166.95,462.15
-106.78,-13.89,-78.82,-2.6,1876,1490.33,761.85
-107.46,-14.96,-78.48,-4.09,1876,2012.54,819.65
-107.31,-14.47,-78.79,-2.83,1876,1436.16,704.79
-109.53,-16.18,-79.31,-6.58,1876,1628.7,514.68
-109.83,-16.69,-79.12,-5.73,1876,943.41,369.27
-110.33,-16.54,-79.76,-5.5,1876,775.27,299.95
-111.66,-17.08,-80.52,-7.83,1876,990.41,369.27
-108.03,-14.75,-79.2,-3.15,1876,1181.73,819.36
-109.75,-15.39,-80.29,-4.29,1876,2043.46,450.03
-109.35,-15.76,-79.48,-5.35,1876,794.09,323.12
-103.28,-11.7,-77.55,-0.18,1876,1667.88,1348.2
-103.94,-12.02,-77.86,0.07,1876,2860.96,2414.19
-107.75,-13.71,-79.98,-2.41,1876,2828.32,1216.11
-111.73,-17.35,-80.36,-7.8,1876,1162.13,496.2
-113.59,-19.91,-79.64,-9.47,1876,619.9,288.43
-113.6,-19.36,-79.97,-7.95,1876,593.47,219.24
-113.77,-20.12,-79.59,-9.4,1876,553.52,138.48
-114.01,-20.81,-79.14,-9.17,1876,619.77,161.55
-111.58,-19.24,-78.28,-8.21,1876,600.6,369.23
-113.07,-19.14,-79.82,-8.45,1876,644.58,381.6
-112.53,-19.8,-78.59,-9.29,1876,644.24,426.85
-111.41,-17.21,-80.14,-8.02,1876,615.12,450.04
-110.11,-16.2,-79.84,-6.7,1876,1166.91,732.26
-109.17,-15.67,-79.48,-5.32,1876,929.86,856.9
-109.54,-15.63,-79.88,-5.89,1876,1149.71,672.46
-107.37,-14.32,-78.9,-4.79,1876,1226.89,1177.93
-105.75,-13.23,-78.48,-2.16,1876,1742.29,1707.84
-106.05,-12.96,-79,-1.61,1876,2128.37,1477.03
-102.53,-11.42,-77.05,1.47,1876,1867.21,1454.03
-94.13,-9.24,-70.85,10.35,1876,5654.8,4759.93
-102.56,-11.32,-77.17,1.86,1876,6475.65,1234.34
-100.19,-10.96,-75.19,3.56,1876,2718.33,1984.69
-104.31,-12.25,-78.02,0.22,1876,3103.73,1811.83
-98.6,-10.43,-74.16,6.18,1876,4683.26,4551.87
-92.95,-9.34,-69.58,9.92,1876,5527.1,6436.39
-89.7,-9.06,-66.63,11.69,1876,9380.68,8130.59
-93.35,-9.61,-69.69,9.75,1876,10106.65,8076.74
-95.49,-9.93,-71.55,9.04,1876,7980.13,6029.52
-97.41,-10.02,-73.36,7.37,1876,6197.04,5663.32
-97.59,-9.67,-73.88,5.94,1876,5445.6,4847.54
-98.13,-10.63,-73.43,5.46,1876,6201.56,4107.08
-101.56,-11.24,-76.31,1.6,1876,5420.46,3679.72
-100.02,-10.86,-75.15,4.76,1876,3489.5,3510.56
-101.33,-10.66,-76.66,2.68,1876,4568.21,3083.97
-101.6,-11.12,-76.45,1.83,1876,4457.25,2252.6
-100.44,-10.97,-75.42,1.6,1876,3395.35,2192.19
-98.29,-9.88,-74.35,3.87,1876,4021.09,4434.28
-101.66,-11.11,-76.43,1.36,1876,5105.19,3457.83
-100.64,-10.9,-75.68,2.44,1876,3126.52,1938.55
-100.78,-10.73,-76.02,2.7,1876,2656.3,2719.21
-100.87,-11.15,-75.67,2.9,1876,3738.66,3404.09
-107.4,-12.41,-80.92,-3.24,1876,3396.7,1415.07
-107.2,-11.67,-81.51,-3.73,1876,1458.76,900.05
-107.81,-12.17,-81.62,-4.26,1876,1688.74,1234.71
-109.48,-12.89,-82.49,-4.29,1876,1279.41,992.36
-110.23,-14.78,-81.36,-5.52,1876,954.78,715.43
-110.65,-13.78,-82.67,-5.88,1876,1004.41,865.26
-109.91,-13.21,-82.38,-5.03,1876,1032.11,853.96
-109.07,-12.01,-82.78,-3.81,1876,1335.71,1654.02
-110.32,-14.15,-82.06,-7.03,1876,1911.36,669.9
-109.28,-16.4,-78.81,-9.04,1876,1138.03,819.29
-109.85,-17.14,-78.65,-8.74,1876,763.08,519.16
-109.05,-15.24,-79.61,-7.86,1876,817.5,402.3
-111.25,-19.03,-78.22,-9.41,1876,916.23,672.87
-111.78,-17.43,-80.33,-8.51,1876,731.3,285.84
-107.9,-10.57,-83.33,-2.68,1876,576.47,0
-109.13,-12.16,-82.92,-6.92,1876,187.11,1.73
-110.36,-13.81,-82.48,-8.25,1876,124,0
-112.19,-14.71,-82.75,-9.14,1876,229.33,42.12
-116.48,-18.22,-83.67,-8.21,1876,448,2.49
-109.7,-13.09,-82.48,-3.88,1876,163.69,0
-110.4,-12.43,-83.65,-7.74,1876,161.14,2.31
-108.69,-13,-81.65,-7.32,1876,177.41,4.09
-108.88,-15.02,-79.71,-8.31,1876,312,36.24
-107.82,-15.23,-78.44,-8.54,1876,1152.44,519.15
-107.84,-15.45,-78.3,-7.5,1876,1024.67,496.2
-107.83,-15.19,-78.55,-7.55,1876,1156.89,380.79
-112.16,-18.15,-79.32,-9.9,1876,736.66,207.71
-110.02,-18.06,-77.73,-8.95,1876,1178.5,472.94
-111.6,-18.74,-78.36,-9.75,1876,1033.87,530.79
-110.74,-16.82,-79.58,-7.59,1876,727.01,507.57
-106.5,-10.66,-81.67,-1.91,1876,863.59,19.36
-106.65,-12.85,-79.55,-4.26,1876,885.33,334.53
-104.98,-12.81,-78,-3.09,1876,1474.8,1269.48
-106.57,-12.47,-79.79,-3.09,1876,1345.58,1015.24
-105.61,-11.48,-79.79,-1.9,1876,1757.04,1546.22
-103.52,-10.39,-78.97,0.59,1876,2149.8,1815.35
-100.83,-9.49,-77.13,2.81,1876,2621.49,2561.79
-96.73,-9.13,-73.38,7.22,1876,3762.1,4522.11
-93.12,-8.68,-70.38,9.62,1876,7221.35,6373.09
-93.69,-8.78,-70.82,9.63,1876,8252.44,7031.29
-92.58,-8.65,-69.82,10.71,1876,8708.22,7330.07
-93.74,-8.8,-70.76,9.03,1876,7389.97,6553.15
-94.22,-8.49,-71.56,8.74,1876,7252.86,6009.96
-92.71,-8.69,-69.82,9.78,1876,6553.3,6272.35
-91,-8.63,-68.16,10.75,1876,7827.9,7581.1
-85.58,-8.56,-62.82,15.95,1876,12506.68,11275.44
-84.51,-8.3,-61.89,16.05,1876,10653.01,10458.11
-80.27,-7.87,-58.23,18.88,1876,12916.46,12181.54
-78,-8.21,-55.54,19.94,1876,14391.36,12932.66
-81.31,-8.15,-58.86,16.11,1876,12093.55,11780.54
-83.41,-8.35,-60.92,17.13,1876,15041.8,10403.86
-73.24,-8.45,-50.33,23.25,1876,13309.72,14309.48
-82.56,-8.01,-60.02,17.61,1876,15174.86,9412
-84.59,-8.57,-61.82,15.77,1876,12199.99,10274.27
-81.87,-8.19,-59.48,16.99,1876,10445.82,10407.1
-87.8,-8.21,-65.41,13.28,1876,11762.07,8281.4
-82.59,-8.06,-60.48,17.29,1876,9979.39,11103.57
-84.44,-7.99,-62.41,16.35,1876,13057.5,10092.35
-87.9,-8.39,-65.02,13.7,1876,9891.38,8659.73
-90.32,-8.21,-67.58,11.9,1876,9473.43,5815.7
-91.27,-8.63,-68.39,11.58,1876,7143.44,4621.76
-90.36,-8.46,-67.58,11.55,1876,8472.91,7925.36
-91,-8.48,-68.42,11.23,1876,9220.57,7111.66
-92.7,-8.56,-70.03,9.78,1876,6948.16,5705.46
-94.5,-8.73,-71.65,7.14,1876,5726,4161.9
-96.78,-8.29,-74.27,5.71,1876,4362.06,3481.69
-96.45,-8.51,-73.61,6.26,1876,4013.65,3295.3
-95.41,-9.45,-71.74,3.55,1876,3859.87,2791.64
-96.5,-9.08,-73.15,5.9,1876,3710.41,3438.9
-94.76,-8.49,-71.85,6.93,1876,5020.79,2953.88
-96.8,-8.61,-73.78,6.75,1876,4421.51,3890.56
-96.46,-8.86,-73.46,6.04,1876,5221.44,4607.91
-95.66,-8.88,-72.63,5.53,1876,5300.29,4378.38
-94.45,-8.04,-72.07,7.14,1876,4936.67,4315.33
-95.67,-7.97,-73.52,6.96,1876,5068.95,4350.42
-90.31,-8.33,-67.85,10.44,1876,6271.61,5740.73
-90.14,-8.83,-67.16,8.44,1876,7582.23,6443.71
-89.36,-8.87,-66.27,12.45,1876,7705.37,6861.78
-90.42,-9.01,-67.27,10.36,1876,9885.19,8115.69
-89.38,-8.46,-66.71,12.97,1876,9040.84,7940.79
-89.65,-8.18,-66.82,11.91,1876,9689.84,7855.55
-91.53,-8.42,-69.07,8.7,1876,6384.22,5194.67
-93.73,-9.63,-69.91,7.33,1876,8893.63,6771.6
-90.59,-8.69,-67.82,8.96,1876,6016.37,5633.57
-94.4,-9.95,-70.32,4.31,1876,5618.6,2980.81
-91.55,-9.23,-68.25,5.92,1876,4322.28,4258.06
-92.95,-10.09,-68.64,4.02,1876,5295.75,4016.59
-90.22,-8.4,-67.68,6.57,1876,4043.78,4066.71
-92.51,-8.77,-69.56,7.66,1876,5334.05,5130.03
-89.14,-8.81,-66.2,9.58,1876,7281.5,6826.18
-86.5,-8.16,-64.3,12.53,1876,9305.98,8665.04
-88.61,-7.55,-66.99,10.34,1876,8751.74,7535.34
-87.58,-7.84,-65.57,12.32,1876,9735.93,8957.28
-86.86,-8.23,-64.61,10.76,1876,10385.28,8787.56
-88.38,-7.14,-67.16,8.82,1876,8986.71,7741.37
-90.22,-7.05,-68.75,9.27,1876,6717.08,5403.23
-89.49,-6.66,-68.71,8.5,1876,6154.53,5639.99
-90.1,-8.01,-68.02,8.74,1876,6853.54,6018.14
-88.86,-8.07,-66.75,9.62,1876,5784.88,4825.46
-91.9,-8.85,-68.99,8.51,1876,6597.08,4772.46
-93,-7.92,-71.02,7.74,1876,5384.29,4273
-91.29,-8.65,-68.55,10.19,1876,4926.51,4329.48
-92.21,-8.13,-69.94,9.32,1876,6535.88,6751.57
-90.43,-8.08,-68.11,10.15,1876,8620.58,7607.38
-90.3,-8.5,-67.68,10.06,1876,9449.07,7903.95
-89.1,-7.87,-67.21,10.04,1876,9175.63,8373.12
-90.53,-7.96,-68.2,10.13,1876,7199.62,6616.7
-91.82,-7.45,-70.28,9.18,1876,8309.95,5993.65
-92.23,-8.12,-70.05,8.09,1876,4904.72,3784.91
-90.49,-8.17,-68.15,10.66,1876,4869.48,4060.57
-91.35,-8.57,-68.48,9.84,1876,5518.53,5047.47
-85.82,-8.3,-63.14,14.48,1876,7299.17,6318.15
-89.3,-8.57,-66.59,12.15,1876,6161.62,4855.12
-90.5,-8.4,-67.98,10.82,1876,7183.76,6021.56
-88.68,-7.28,-67.08,12.07,1876,6970.14,6117.63
-91.22,-7.62,-69.48,8.68,1876,7470.8,5167.75
-92.61,-7.69,-70.51,8.21,1876,6308.8,6076.8
-90.52,-7.93,-68.48,10,1876,6390.45,6118.06
-91.19,-7.9,-69.21,8.63,1876,8087.44,7166.77
-85.15,-7.79,-63.32,13.23,1876,8523.52,7841.48
-84.02,-8.13,-61.78,13.76,1876,9161.05,8951.63
-87.8,-7.2,-66.37,12.33,1876,9904.65,8382.09
-91.01,-8.62,-68.21,10.14,1876,9154.17,7262.27
-92.58,-8.29,-70.25,7.96,1876,6331.26,5291.12
-92.86,-7.61,-71.2,8.38,1876,6874.24,5881.14
-93.41,-8.16,-70.88,7.89,1876,6341.95,6013.84
-94.72,-8.54,-71.89,7.92,1876,7896.06,6153.29
-95.72,-8.63,-73.03,6.72,1876,5364.8,5001.14
-95.68,-8.47,-73.18,7.24,1876,5589.51,4887.56
-95.56,-8.25,-73.24,7.49,1876,6493.17,5911.81
-91.35,-8.54,-68.5,10.6,1876,6914.75,6554.31
-90.82,-8.56,-68.16,11.58,1876,9059.86,7351.96
-89.34,-8.43,-66.48,12.99,1876,8236.08,7934.67
-84.99,-8.43,-62.39,17.21,1876,10881.81,10545.56
-83.16,-8.39,-60.68,18.78,1876,12842.88,10572.02
-85.29,-8.52,-62.62,17.11,1876,11414.05,10142.51
-92.2,-8.77,-69.33,10.53,1876,9404.43,7094.32
-88.99,-8.52,-66.35,12.93,1876,7967.23,8028.03
-88.85,-8.58,-66.07,12.55,1876,11467.25,10112.26
-89.37,-8.36,-66.89,12.48,1876,9798.78,9315.39
-87.59,-8.71,-64.62,15.38,1876,11871.4,10615.85
-88.45,-8.68,-65.72,12.89,1876,11555.12,9681.29
-86.26,-8.51,-63.6,15.49,1876,11955.52,11065.62
-86.98,-8.3,-64.56,14.44,1876,12376.91,8719.91
-89.12,-8.47,-66.44,12.69,1876,9190.14,8013.81
-88.32,-8.52,-65.7,12.23,1876,9106.69,8561.74
-85.15,-8.51,-62.44,16.27,1876,10605.16,9793.76
-87.29,-8.4,-64.84,14.93,1876,11868.53,9550.07
-88.76,-8.6,-65.91,13.32,1876,11713.84,10463.21
-90.57,-8.46,-68.05,12.86,1876,9696.09,7702.16
-88.83,-8.75,-65.95,13.84,1876,10643.63,9435.41
-90.67,-8.49,-68.06,11.13,1876,8489.62,5676.51
-83.8,-8.1,-61.64,16.95,1876,7087.83,8187.76
